Nome,parametro,valor
sobradinho,Kt-42,2.50220358275914e-11
sobradinho,Kt-43,3.05183788262301e-13
sobradinho,Kt-44,1.66179463601005e-16
sobradinho,Kt-45,1.85133727630365e-32
sobradinho,Kt-46,0
sobradinho,Kt-47,0
sobradinho,Kt-48,0
sobradinho,Kt-49,0
sobradinho,Kt-50,0
sobradinho,Kt-51,0
sobradinho,Kt-52,0
sobradinho,Kt-53,0
sobradinho,Kt-54,0
sobradinho,Kt-55,0
sobradinho,Kt-56,0
sobradinho,Kt-57,0
sobradinho,Kt-58,0
sobradinho,Kt-59,0
sobradinho,Kt-60,0
sobradinho,Str,157.157836289943
sobradinho,K2t,10.3760309077655
sobradinho,Crec,0.355941716881131
sobradinho,Ai,0.849005061245865
sobradinho,Capc,0.400976299908598
sobradinho,K_kt,417.191579319437
sobradinho,K2t2,10
sobradinho,H1,200
sobradinho,H,4.2897067000679
sobradinho,K3t,160.051808919032
sobradinho,K1t,0.59027356106974
sobradinho,Ecof,1.02479128889536
sobradinho,Pcof,1
sobradinho,Ecof2,0.509499950065999
sobradinho,ktMin,45
sobradinho,ktMax,2
ssimao2,Area,46225
ssimao2,nKt,6
ssimao2,Kt2,0
ssimao2,Kt1,0.872690854930264
ssimao2,Kt0,0.127159381297898
ssimao2,Kt-1,0.000149763771838459
ssimao2,Kt-2,0
ssimao2,Kt-3,0
ssimao2,Kt-4,0
ssimao2,Kt-5,0
ssimao2,Kt-6,0
ssimao2,Kt-7,0
ssimao2,Kt-8,0
ssimao2,Kt-9,0
ssimao2,Kt-10,0
ssimao2,Kt-11,0
ssimao2,Kt-12,0
ssimao2,Kt-13,0
ssimao2,Kt-14,0
ssimao2,Kt-15,0
ssimao2,Kt-16,0
ssimao2,Kt-17,0
ssimao2,Kt-18,0
ssimao2,Kt-19,0
ssimao2,Kt-20,0
ssimao2,Kt-21,0
ssimao2,Kt-22,0
ssimao2,Kt-23,0
ssimao2,Kt-24,0
ssimao2,Kt-25,0
ssimao2,Kt-26,0
ssimao2,Kt-27,0
ssimao2,Kt-28,0
ssimao2,Kt-29,0
ssimao2,Kt-30,0
ssimao2,Kt-31,0
ssimao2,Kt-32,0
ssimao2,Kt-33,0
ssimao2,Kt-34,0
ssimao2,Kt-35,0
ssimao2,Kt-36,0
ssimao2,Kt-37,0
ssimao2,Kt-38,0
ssimao2,Kt-39,0
ssimao2,Kt-40,0
ssimao2,Kt-41,0
ssimao2,Kt-42,0
ssimao2,Kt-43,0
ssimao2,Kt-44,0
ssimao2,Kt-45,0
ssimao2,Kt-46,0
ssimao2,Kt-47,0
ssimao2,Kt-48,0
ssimao2,Kt-49,0
ssimao2,Kt-50,0
ssimao2,Kt-51,0
ssimao2,Kt-52,0
ssimao2,Kt-53,0
ssimao2,Kt-54,0
ssimao2,Kt-55,0
ssimao2,Kt-56,0
ssimao2,Kt-57,0
ssimao2,Kt-58,0
ssimao2,Kt-59,0
ssimao2,Kt-60,0
ssimao2,Str,30.8041062801312
ssimao2,K2t,6.0930383311625
ssimao2,Crec,100
ssimao2,Ai,0.5
ssimao2,Capc,0.942580102325646
ssimao2,K_kt,128.788425419108
ssimao2,K2t2,10
ssimao2,H1,200
ssimao2,H,200
ssimao2,K3t,10
ssimao2,K1t,10
ssimao2,Ecof,0.405214938616731
ssimao2,Pcof,0.464176793785016
ssimao2,Ecof2,0.8
ssimao2,ktMin,1
ssimao2,ktMax,1
jirau2,Area,363710
jirau2,nKt,37
jirau2,Kt2,0.0108001837703311
jirau2,Kt1,0.026691852734545
jirau2,Kt0,0.0418786034338649
jirau2,Kt-1,0.0546300656246829
jirau2,Kt-2,0.0643140343440323
jirau2,Kt-3,0.0708268607669353
jirau2,Kt-4,0.0743503391602515
jirau2,Kt-5,0.0752210906434756
jirau2,Kt-6,0.0738520390173746
jirau2,Kt-7,0.0706824414572258
jirau2,Kt-8,0.0661453650837517
jirau2,Kt-9,0.0606466283982827
jirau2,Kt-10,0.0545516582703658
jirau2,Kt-11,0.0481779920344863
jirau2,Kt-12,0.0417918835453152
jirau2,Kt-13,0.035607916158673
jirau2,Kt-14,0.0297908112942715
jirau2,Kt-15,0.0244588138190889
jirau2,Kt-16,0.0196881707167586
jirau2,Kt-17,0.0155183179632488
jirau2,Kt-18,0.0119574645951686
jirau2,Kt-19,0.00898832037461384
jirau2,Kt-20,0.00657375923129628
jirau2,Kt-21,0.00466224814295416
jirau2,Kt-22,0.00319290260114796
jirau2,Kt-23,0.00210005693694554
jirau2,Kt-24,0.00131726175244164
jirau2,Kt-25,0.000780642442351937
jirau2,Kt-26,0.000431573043796828
jirau2,Kt-27,0.000218639077404425
jirau2,Kt-28,9.88822743203031e-05
jirau2,Kt-29,3.83398194165979e-05
jirau2,Kt-30,1.19118618384395e-05
jirau2,Kt-31,2.61483170110958e-06
jirau2,Kt-32,3.06709121794106e-07
jirau2,Kt-33,8.06851835320091e-09
jirau2,Kt-34,5.0568533368188e-16
jirau2,Kt-35,0
jirau2,Kt-36,0
jirau2,Kt-37,0
jirau2,Kt-38,0
jirau2,Kt-39,0
jirau2,Kt-40,0
jirau2,Kt-41,0
jirau2,Kt-42,0
jirau2,Kt-43,0
jirau2,Kt-44,0
jirau2,Kt-45,0
jirau2,Kt-46,0
jirau2,Kt-47,0
jirau2,Kt-48,0
jirau2,Kt-49,0
jirau2,Kt-50,0
jirau2,Kt-51,0
jirau2,Kt-52,0
jirau2,Kt-53,0
jirau2,Kt-54,0
jirau2,Kt-55,0
jirau2,Kt-56,0
jirau2,Kt-57,0
jirau2,Kt-58,0
jirau2,Kt-59,0
jirau2,Kt-60,0
jirau2,Str,177.820076403835
jirau2,K2t,3.98160282541619
jirau2,Crec,3.21130311968021
jirau2,Ai,0.424253466618877
jirau2,Capc,51.1387888494005
jirau2,K_kt,51.0438279025627
jirau2,K2t2,10
jirau2,H1,200
jirau2,H,13.1439451700217
jirau2,K3t,59.4677466562926
jirau2,K1t,1.67485680380599
jirau2,Ecof,1.15500006706888
jirau2,Pcof,1.23467125952855
jirau2,Ecof2,0.615444333538243
jirau2,ktMin,34
jirau2,ktMax,2
stoantjari,Area,51343
stoantjari,nKt,32
stoantjari,Kt2,0.177746722628996
stoantjari,Kt1,0.0982947894234852
stoantjari,Kt0,0.0701154261369336
stoantjari,Kt-1,0.0553580230206797
stoantjari,Kt-2,0.0461814484844547
stoantjari,Kt-3,0.0398862269182574
stoantjari,Kt-4,0.0352831536668474
stoantjari,Kt-5,0.0317633611314242
stoantjari,Kt-6,0.0289815229042531
stoantjari,Kt-7,0.0267266444079884
stoantjari,Kt-8,0.0248622946140984
stoantjari,Kt-9,0.0232962458689132
stoantjari,Kt-10,0.0219638910876635
stoantjari,Kt-11,0.0208186461863167
stoantjari,Kt-12,0.0198261276788768
stoantjari,Kt-13,0.0189604819583089
stoantjari,Kt-14,0.0182019983744484
stoantjari,Kt-15,0.0175355207464028
stoantjari,Kt-16,0.0169493763893489
stoantjari,Kt-17,0.0164346570367651
stoantjari,Kt-18,0.0159847555820508
stoantjari,Kt-19,0.0155951094924261
stoantjari,Kt-20,0.0152631408743824
stoantjari,Kt-21,0.0149884284475141
stoantjari,Kt-22,0.0147732200809986
stoantjari,Kt-23,0.0146235459475101
stoantjari,Kt-24,0.0145515610107606
stoantjari,Kt-25,0.0145807902090401
stoantjari,Kt-26,0.0147595086410833
stoantjari,Kt-27,0.0152033350404229
stoantjari,Kt-28,0.0163013003325688
stoantjari,Kt-29,0.02418874567678
stoantjari,Kt-30,0
stoantjari,Kt-31,0
stoantjari,Kt-32,0
stoantjari,Kt-33,0
stoantjari,Kt-34,0
stoantjari,Kt-35,0
stoantjari,Kt-36,0
stoantjari,Kt-37,0
stoantjari,Kt-38,0
stoantjari,Kt-39,0
stoantjari,Kt-40,0
stoantjari,Kt-41,0
stoantjari,Kt-42,0
stoantjari,Kt-43,0
stoantjari,Kt-44,0
stoantjari,Kt-45,0
stoantjari,Kt-46,0
stoantjari,Kt-47,0
stoantjari,Kt-48,0
stoantjari,Kt-49,0
stoantjari,Kt-50,0
stoantjari,Kt-51,0
stoantjari,Kt-52,0
stoantjari,Kt-53,0
stoantjari,Kt-54,0
stoantjari,Kt-55,0
stoantjari,Kt-56,0
stoantjari,Kt-57,0
stoantjari,Kt-58,0
stoantjari,Kt-59,0
stoantjari,Kt-60,0
stoantjari,Str,41.5100543813445
stoantjari,K2t,9.49527555700389
stoantjari,Crec,100
stoantjari,Ai,0
stoantjari,Capc,10.013755269163
stoantjari,K_kt,43.1516303523682
stoantjari,K2t2,10
stoantjari,H1,200
stoantjari,H,5.72042700993134
stoantjari,K3t,11.1727629858653
stoantjari,K1t,5.23296013630675
stoantjari,Ecof,1.49312835749601
stoantjari,Pcof,1.000001
stoantjari,Ecof2,0.919326492326324
stoantjari,ktMin,29
stoantjari,ktMax,2
guaj-mirim,Area,364159
guaj-mirim,nKt,41
guaj-mirim,Kt2,0.012241936607359
guaj-mirim,Kt1,0.0121085023998286
guaj-mirim,Kt0,0.0120534387882188
guaj-mirim,Kt-1,0.0120301855630367
guaj-mirim,Kt-2,0.0120245812680241
guaj-mirim,Kt-3,0.0120304372248664
guaj-mirim,Kt-4,0.0120445085267639
guaj-mirim,Kt-5,0.0120648940762724
guaj-mirim,Kt-6,0.0120903948488109
guaj-mirim,Kt-7,0.0121202151731463
guaj-mirim,Kt-8,0.0121538082909533
guaj-mirim,Kt-9,0.0121907900097
guaj-mirim,Kt-10,0.0122308874170433
guaj-mirim,Kt-11,0.0122739069306214
guaj-mirim,Kt-12,0.0123197136227629
guaj-mirim,Kt-13,0.0123682174341681
guaj-mirim,Kt-14,0.0124193637693471
guaj-mirim,Kt-15,0.0124731269803354
guaj-mirim,Kt-16,0.0125295058178899
guaj-mirim,Kt-17,0.0125885202660751
guaj-mirim,Kt-18,0.0126502093812747
guaj-mirim,Kt-19,0.0127146298857783
guaj-mirim,Kt-20,0.0127818553499726
guaj-mirim,Kt-21,0.0128519758534414
guaj-mirim,Kt-22,0.0129250980544145
guaj-mirim,Kt-23,0.0130013456254062
guaj-mirim,Kt-24,0.0130808600346041
guaj-mirim,Kt-25,0.0131638016703094
guaj-mirim,Kt-26,0.0132503513213575
guaj-mirim,Kt-27,0.013340712041399
guaj-mirim,Kt-28,0.0134351114403845
guaj-mirim,Kt-29,0.013533804463697
guaj-mirim,Kt-30,0.0136370767393134
guaj-mirim,Kt-31,0.0137452485975472
guaj-mirim,Kt-32,0.0138586798980788
guaj-mirim,Kt-33,0.0139777758374103
guaj-mirim,Kt-34,0.0141029939597104
guaj-mirim,Kt-35,0.0142348526595385
guaj-mirim,Kt-36,0.0143739415522473
guaj-mirim,Kt-37,0.0145209342056665
guaj-mirim,Kt-38,0.0146766038876515
guaj-mirim,Kt-39,0.0148418432069892
guaj-mirim,Kt-40,0.0150176888381443
guaj-mirim,Kt-41,0.0152053529664648
guaj-mirim,Kt-42,0.0154062637368103
guaj-mirim,Kt-43,0.0156221179417671
guaj-mirim,Kt-44,0.0158549506190892
guaj-mirim,Kt-45,0.0161072284308623
guaj-mirim,Kt-46,0.0163819771645151
guaj-mirim,Kt-47,0.016682959303609
guaj-mirim,Kt-48,0.0170149269656361
guaj-mirim,Kt-49,0.0173839916413028
guaj-mirim,Kt-50,0.0177981811568651
guaj-mirim,Kt-51,0.0182683088239081
guaj-mirim,Kt-52,0.0188093881458373
guaj-mirim,Kt-53,0.0194430565330205
guaj-mirim,Kt-54,0.0202020007301553
guaj-mirim,Kt-55,0.0211387238501093
guaj-mirim,Kt-56,0.0223449082431644
guaj-mirim,Kt-57,0.0240012775155311
guaj-mirim,Kt-58,0.0265404894373135
guaj-mirim,Kt-59,0.0314762680298214
guaj-mirim,Kt-60,0.076243299244657
guaj-mirim,Str,355.735114412449
guaj-mirim,K2t,0.209113388348939
guaj-mirim,Crec,15.8316159649825
guaj-mirim,Ai,0
guaj-mirim,Capc,71.8199264649574
guaj-mirim,K_kt,26.3089185565939
guaj-mirim,K2t2,10
guaj-mirim,H1,200
guaj-mirim,H,0.167515948080658
guaj-mirim,K3t,2
guaj-mirim,K1t,0
guaj-mirim,Ecof,0.489798590235495
guaj-mirim,Pcof,0.840385386121961
guaj-mirim,Ecof2,1
guaj-mirim,ktMin,60
guaj-mirim,ktMax,2
